mmsi,turnrate,shipLength,heading,course,cargo_type,lon,shipWidth,ship_name,speed,lat,postime,ship_status,callsign,destination,imo
413842327,0.0,0.0,511.0,269.6,未知,118.28121333333333,0.0,WANHAISHUN5188,4.8,31.30726,20241022102436,,,,
413808944,0.0,49.0,0.0,265.8,货轮,118.28120333333334,9.0,,6.3,31.306445,20241022102407,,01ISB,,
413778725,0.0,76.0,511.0,265.6,货轮,118.26402666666668,13.0,,3.9,31.30535,20241022102400,,,,
413804027,0.0,0.0,511.0,267.9,未知,118.26286666666668,0.0,XINPING918,5.2,31.304926666666667,20241022102336,,,,
413882074,0.0,0.0,511.0,264.4,未知,118.26367166666668,0.0,DIHAO1308,4.1,31.305295,20241022102344,0.0,,,
413849583,0.0,0.0,511.0,274.9,未知,118.28137333333332,0.0,CHANGSHENG1668,5.2,31.30652,20241022102355,,,,
413822215,0.0,129.0,271.0,271.5,货轮,118.28187833333334,22.0,XINGHAN18,4.0,31.30661333333333,20241022102430,0.0,0,HUAOGSHI,0.0
413827943,0.0,119.0,264.0,264.0,货轮,118.28230166666668,21.0,JIANGYU15009,4.0,31.3069,20241022102426,0.0,YYXM,HUANGSHI,0.0
413802652,0.0,0.0,270.0,269.6,未知,118.278505,0.0,SHENG HENG 198      ,4.6,31.307301666666667,20241022102418,,,,
413828732,0.0,53.0,511.0,262.1,货轮,118.27059333333334,10.0,WANXINGDA9598,5.5,31.306846666666665,20241022102402,,,HUZHOU,0.0
413793309,0.0,0.0,511.0,268.1,未知,118.28229333333331,0.0,WAN JIN YUAN 5598,5.4,31.307403333333333,20241022102427,,,,
413876128,0.0,0.0,511.0,81.7,未知,118.26716166666668,0.0,YU XIN HUO19858,5.6,31.302496666666663,20241022102339,0.0,,,
413763468,0.0,0.0,511.0,266.8,货轮,118.27283166666666,0.0,,4.4,31.307116666666666,20241022102400,,,,
413841309,0.0,0.0,264.0,264.0,未知,118.26871666666666,0.0,LUJININGHUO7288,4.6,31.30633,20241022102347,0.0,,,
413874022,0.0,0.0,511.0,276.1,未知,118.28072,0.0,CHANGYAYIHAO,6.1,31.305983333333334,20241022102344,,,,
413844614,0.0,0.0,43.0,43.8,未知,118.29643166666666,0.0,YUCHANGSHENG 6999,4.0,31.418288333333333,20241022102357,,,,
413870571,0.0,67.0,511.0,42.6,货轮,118.29666666666668,11.0,YUCHANGTAI9899,2.8,31.418406666666662,20241022102431,,,ANQING,0.0
413780972,0.0,80.0,236.0,236.8,货轮,118.29870666666666,13.0,WANJINRUI005,1.8,31.420223333333333,20241022102340,0.0,0,7,0.0
413812665,0.0,0.0,511.0,56.1,未知,118.30006666666668,0.0,YU XIN HUO 18156,3.4,31.42094,20241022102420,,,,
413873429,0.0,67.0,511.0,44.7,货轮,118.29674666666666,11.0,YUZHOUJIANGHE966,3.3,31.41857333333333,20241022102356,,,LINQUAN,0.0
413990696,0.0,0.0,511.0,236.6,,118.3,0.0,,1.7,31.42105,20241022102418,,,,
413803423,0.0,0.0,20.0,20.6,,118.29088166666666,0.0,,0.7,31.398748333333334,20241022102337,,,,
413835648,0.0,55.0,26.0,26.4,货轮,118.290805,10.0,,0.6,31.399315,20241022102413,,0000,,
413798997,0.0,59.0,511.0,32.8,货轮,118.29083833333334,9.0,HAIZHIYUN96,3.9,31.399763333333333,20241022102400,0.0,,0,0.0
413843824,0.0,0.0,511.0,134.1,未知,118.29111666666668,0.0,YUDUOLIANGYOU 666,0.0,31.399016666666668,20241022102322,,,,
413962091,0.0,0.0,511.0,125.7,未知,118.28986666666668,0.0,WANSHOUXIAN339,0.0,31.406581666666668,20241022102330,,,,
413883245,0.0,0.0,511.0,10.7,未知,118.296,0.0,YU CHANG TAI 8898,2.0,31.41708333333333,20241022102431,,,,
413973164,0.0,48.0,0.0,211.7,货轮,118.294195,9.0,,2.7,31.41661833333333,20241022102437,0.0,,,
413863581,0.0,0.0,220.0,220.6,未知,118.29469333333331,0.0,WANHANSHANHUO3666,1.7,31.416775,20241022102427,,,,
413857446,-102.85122432017194,67.0,511.0,360.0,货轮,118.28966166666666,12.0,TAI YUN 6HAO,0.0,31.40601333333333,20241022102427,0.0,0000000,NIUTOUSHAN,0.0
413796194,0.0,58.0,201.0,201.1,货轮,118.29157833333332,9.0,WANLUJIANGHUO9266,1.9,31.41126333333333,20241022102327,,0000000,DO>),0.0
413873848,0.0,68.0,511.0,202.3,货轮,118.29112,11.0,WAN ZHEN HUA 6,0.2,31.409963333333334,20241022102427,,,HEFEI,0.0
413822649,0.0,83.0,0.0,0.0,货轮,118.29131666666666,15.0,HUOQIU2099,0.0,31.410778333333333,20241022102435,0.0,TSTAISB,SHANGHAI,0.0
413783119,0.0,75.0,88.0,88.3,货轮,118.28971833333334,13.0,,0.0,31.40568333333333,20241022102336,,TSTAISB,,
413835661,0.0,0.0,19.0,19.0,,118.29397333333333,0.0,,0.0,31.40563,20241022102419,,,,
413818682,0.0,54.0,250.0,250.6,油轮,118.29247333333332,11.0,HONG HUAI 19,0.1,31.40199833333333,20241022102348,0.0,0,WU HAN,0.0
413824949,0.0,0.0,511.0,202.0,,118.29178666666668,0.0,,3.4,31.40123833333333,20241022102434,,,,
413883019,0.0,0.0,511.0,26.7,未知,118.29205666666668,0.0,BO SHUO 66,0.4,31.40148333333333,20241022102337,0.0,,,
413975412,0.0,0.0,511.0,32.7,,118.29216833333334,0.0,,0.0,31.401451666666667,20241022102404,,,,
413973063,0.0,0.0,511.0,10.8,未知,118.29247,0.0,WANSHUNXIN8998,1.6,31.402475,20241022102321,,,,
808664168,0.0,102.0,15.0,15.1,执法船,118.29267833333331,102.0,30(<30(<30(<30(<30(<,1.0,31.40294833333333,20241022102429,,3<$<2((,"0(<30(<30(<2((,0*5D/",707800168.0
413784368,0.0,0.0,0.0,0.0,,118.29225666666666,0.0,,0.0,31.401795,20241022102324,,,,
413781115,0.0,70.0,511.0,14.2,货轮,118.29018666666668,13.0,WANJINHAI1588,0.0,31.40732333333333,20241022102432,,,DANGTU,0.0
413835088,0.0,72.0,14.0,14.4,货轮,118.29025333333334,13.0,JINHANG019,0.0,31.406865,20241022102337,,019,SHANGHAI,0.0
413809222,0.0,73.0,511.0,207.6,货轮,118.29002333333334,13.0,WANHUAYUN1309,3.7,31.398575,20241022102330,15.0,,,0.0
413833965,0.0,90.0,252.0,252.5,货轮,118.30179333333334,15.0,,5.7,31.30475333333333,20241022102344,,0,,
413966016,0.0,63.0,280.0,280.5,货轮,118.30174,13.0,,3.9,31.305666666666667,20241022102346,,0,,
413804303,0.0,0.0,275.0,276.1,未知,118.30531666666668,0.0,YUXINHUO10756,3.5,31.30643333333333,20241022102352,0.0,,,
413771115,0.0,68.0,511.0,96.2,货轮,118.30044,12.0,,4.0,31.302056666666665,20241022102434,,0000000,,
413980535,0.0,55.0,511.0,96.0,货轮,118.30064,9.0,JIAN CHAO 18,4.7,31.301426666666668,20241022102420,,TSTAISB,YANCHENG,0.0
413880001,0.0,88.0,511.0,282.3,货轮,118.3036,16.0,,4.3,31.30528,20241022102405,,,,
413826535,0.0,0.0,279.0,279.1,未知,118.30333666666668,0.0,YUANHAI9HAO,5.2,31.30538,20241022102324,,,,
413782186,0.0,0.0,511.0,282.5,未知,118.3034,0.0,WAN HAI 9999,3.6,31.306036666666667,20241022102357,,,,
413791372,0.0,74.0,511.0,95.3,货轮,118.29752,13.0,WU HU HAI LIAN  5818,4.0,31.3026,20241022102342,,,SHANGHAI,0.0
413831549,0.0,92.0,279.0,279.5,货轮,118.30228166666669,16.0,GUANGTONG6658,4.3,31.30595,20241022102356,,,L)PK,0.0
413812881,0.0,0.0,511.0,272.6,未知,118.30228,0.0,HUIBAO1678,4.4,31.30566333333333,20241022102338,,,,
413779254,0.0,78.0,511.0,360.0,货轮,118.30214333333332,14.0,,2.1,31.30286,20241022102413,15.0,,,
413998861,0.0,110.0,107.0,107.4,货轮,118.30331333333334,18.0,,9.4,31.302838333333334,20241022102400,,456789,,
413772201,0.0,102.0,511.0,92.8,货轮,118.29909333333332,17.0,,5.2,31.30333,20241022102332,,,,
413879846,0.0,0.0,511.0,281.2,未知,118.30113333333334,0.0,ZHANG GANG 1916,0.1,31.307,20241022102400,,,,
413801947,0.0,64.0,511.0,282.2,油轮,118.30149333333334,12.0,BAOHANGYOU298,5.3,31.306166666666662,20241022102351,,,NANCHANG,0.0
413839485,0.0,0.0,511.0,272.0,未知,118.30084,0.0,WAN JIN YUAN 8899,4.1,31.306176666666666,20241022102430,,,,
413795241,0.0,0.0,511.0,88.6,未知,118.30516,0.0,XINYAOKANGSHENG,0.1,31.47212333333333,20241022102425,,,,
413766239,0.0,0.0,511.0,96.9,未知,118.30521666666668,0.0,NINGSHUANGPENG628,0.1,31.4731,20241022102402,,,,
413827549,0.0,0.0,511.0,112.2,,118.23255333333331,0.0,,0.0,31.38393333333333,20241022102331,,,,
413791957,0.0,66.0,511.0,105.8,货轮,118.27246,13.0,,2.3,31.375321666666668,20241022102324,,,,
413974119,0.0,0.0,511.0,105.2,未知,118.24049,0.0,LEI DA061,0.0,31.38226333333333,20241022102416,,,,
413973171,0.0,48.0,511.0,284.1,货轮,118.24412,9.0,,5.7,31.382386666666665,20241022102422,,,,
413766867,0.0,47.0,108.0,108.5,货轮,118.26757333333332,8.0,HUATONG999,4.7,31.376505,20241022102340,5.0,000000,HUKOU,0.0
413812495,0.0,119.0,511.0,272.0,货轮,118.28389333333334,19.0,,3.9,31.30722,20241022102330,,0,,
413998654,0.0,0.0,511.0,94.4,,118.28804666666667,0.0,,5.2,31.30230333333333,20241022102437,,,,
413996635,0.0,0.0,511.0,277.5,未知,118.28861333333332,0.0,WAN SHOU CHUN 1880,4.5,31.30718,20241022102353,,,,
413990697,0.0,0.0,511.0,271.6,未知,118.28854666666666,0.0,WANHONGYUAN68       ,4.6,31.307206666666666,20241022102433,,,,
413972682,0.0,56.0,511.0,274.8,货轮,118.28874666666668,9.0,JIANGBINJI1988,4.8,31.307256666666667,20241022102334,,,,0.0
413829907,0.0,0.0,269.0,269.6,未知,118.28487,0.0,RONGJIANG1588,4.9,31.307278333333333,20241022102433,,,,
413801473,0.0,0.0,511.0,276.1,,118.28908833333334,0.0,,3.8,31.30709,20241022102437,,,,
413832201,482.8293586141405,119.0,511.0,360.0,货轮,118.28913333333334,21.0,REN HE TIAN YU 6,4.5,31.306546666666662,20241022102414,0.0,,JINGZHOU,0.0
413865821,0.0,67.0,511.0,256.7,货轮,118.24708,11.0,XINGSHENG186,3.2,31.30260333333333,20241022102416,,,CHENQIU,0.0
413864663,0.0,0.0,511.0,263.7,未知,118.25716,0.0,LIN HAI YONG SHUN,4.2,31.30484333333333,20241022102323,,,,
413789676,0.0,0.0,511.0,263.4,,118.25688333333332,0.0,,5.3,31.304836666666667,20241022102416,,,,
413794608,0.0,116.0,511.0,254.7,货轮,118.20683,21.0,HUA LUN 2958,4.6,31.298885,20241022102419,0.0,,FWCI,0.0
413826991,0.0,0.0,511.0,83.7,未知,118.26197166666668,0.0,HAOYANG88,4.0,31.300721666666668,20241022102433,0.0,,,
413798689,0.0,0.0,511.0,262.2,未知,118.25427833333332,0.0,ANZHOU918,3.8,31.304171666666665,20241022102321,,,,
413800348,0.0,0.0,511.0,271.0,未知,118.21854833333332,0.0,NING GAO PENG1956   ,3.7,31.300081666666667,20241022102410,,,,
413232230,0.0,134.0,267.0,269.5,货轮,118.22096333333332,21.0,XINHAIJI,8.4,31.298381666666668,20241022102422,0.0,BOKG4,WU HU,0.0
413809119,0.0,0.0,511.0,273.0,,118.22228,0.0,,4.9,31.300166666666662,20241022102430,,,,
413832851,0.0,100.0,511.0,261.5,货轮,118.22128,18.0,LONG HAO 1899,4.7,31.30022333333333,20241022102415,,,ZHENJIANG,0.0
413864678,0.0,105.0,511.0,251.7,油轮,118.23912666666666,16.0,,5.9,31.29931833333333,20241022102359,,1111,,
413791626,0.0,0.0,511.0,255.5,未知,118.23882166666668,0.0,WUHUSHUNXIANG1688,4.3,31.300555,20241022102344,,,,
413838293,0.0,0.0,511.0,256.6,未知,118.23878666666668,0.0,SHUN HAI 986 ,5.3,31.300516666666667,20241022102322,,,,
413818284,0.0,0.0,511.0,255.6,未知,118.23794666666667,0.0,JIN FENG 98,4.3,31.30019,20241022102351,,,,
413825567,0.0,100.0,511.0,280.1,货轮,118.228195,16.0,,3.0,31.29924833333333,20241022102418,,456789,,
413833439,0.0,99.0,511.0,276.0,货轮,118.22832166666667,17.0,GAN  XIN  5188,4.3,31.29911,20241022102337,,,NAN  TONG,0.0
413835691,0.0,0.0,272.0,272.0,未知,118.22757166666666,0.0,LONGHAO222,4.2,31.300111666666663,20241022102421,0.0,,,
413979802,0.0,59.0,256.0,256.5,货轮,118.24366333333332,11.0,WANFUNANHUO0999,4.0,31.30105333333333,20241022102400,,,YANCHENG,0.0
413792163,0.0,0.0,511.0,263.7,未知,118.23262666666666,0.0,PENGCHI01,4.1,31.299603333333334,20241022102331,,,,
413844644,0.0,0.0,511.0,261.8,未知,118.23413833333332,0.0,WANG DA JIN YUN,3.5,31.299166666666668,20241022102433,,,,
413867627,0.0,0.0,511.0,261.2,未知,118.23489833333332,0.0,XIANGHENGYANGJI1688,4.2,31.298755,20241022102425,,,,
413838505,0.0,0.0,511.0,260.0,未知,118.25669,0.0,YITONG26,4.6,31.304033333333333,20241022102328,,,,
413804319,0.0,108.0,82.0,82.9,货轮,118.25744166666668,18.0,HUA YU XUAN ANG,4.1,31.30033833333333,20241022102421,5.0,0,JIANGYIN,0.0
414400870,0.0,99.0,273.0,360.0,货轮,118.29359333333332,16.0,AN JIE LI 17,0.0,31.30009,20241022102429,1.0,,TONGLING,0.0
413961906,0.0,0.0,511.0,70.8,未知,118.30365,0.0,HUA RUN 01  ,0.1,31.29983333333333,20241022102416,15.0,,,
413835267,0.0,89.0,25.0,25.1,货轮,118.303555,15.0,,0.0,31.299063333333333,20241022102400,,0,,
413833956,0.0,0.0,511.0,340.8,未知,118.30349333333334,0.0,HONG YUN 6188,0.0,31.29922333333333,20241022102434,,,,
413802805,0.0,0.0,511.0,198.1,未知,118.30367166666667,0.0,CHANGNENG988,0.0,31.29991,20241022102414,,,,
413829132,0.0,105.0,511.0,0.0,货轮,118.29092,18.0,WAN SHUN HANG 16998,0.0,31.300486666666668,20241022102341,,311B,11,0.0
413761341,0.0,0.0,209.0,209.3,未知,118.29021333333333,0.0,SHUIYANGJIANG5898,0.1,31.29969333333333,20241022102427,,,,
413867943,0.0,120.0,511.0,290.5,货轮,118.29104833333334,21.0,HUAYUJINXIU,0.2,31.300876666666667,20241022102423,,YYYY,WU HAN,0.0
413829999,0.0,0.0,0.0,0.0,未知,118.28744833333332,0.0,WAN SHENG_YUAN_9157,0.0,31.300466666666665,20241022102345,,,,
413866008,0.0,118.0,511.0,171.9,货轮,118.28774666666666,20.0,,0.0,31.30079,20241022102406,,,,
413769893,0.0,92.0,511.0,261.6,货轮,118.28822666666667,15.0,XINJINLONG58,0.0,31.298166666666667,20241022102342,,,WUHU,0.0
413831272,0.0,0.0,511.0,266.6,未知,118.287735,0.0,ZHENG HANG 99,0.1,31.300586666666668,20241022102337,,,,
413966349,0.0,118.0,511.0,151.9,货轮,118.28521333333332,20.0,XINYUYUAN,0.0,31.300196666666668,20241022102434,,0,HUKOU,0.0
413796997,0.0,0.0,511.0,287.1,未知,118.29690666666669,0.0,XINHAOYANG6,0.1,31.298806666666668,20241022102424,,,,
413800823,0.0,0.0,511.0,254.6,未知,118.29606666666666,0.0,,0.0,31.29995,20241022102347,,,SHANGHAI,0.0
413772673,0.0,0.0,240.0,240.4,,118.28051166666668,0.0,,0.3,31.298918333333333,20241022102416,,,,
413997079,0.0,0.0,139.0,139.2,未知,118.28053333333334,0.0,JIANGHUA1688,0.0,31.298866666666665,20241022102425,,,,
413996677,0.0,89.0,511.0,190.7,货轮,118.30589,15.0,BAO YANG 999,0.0,31.299221666666668,20241022102344,1.0,,JIANGYIN,0.0
413771461,0.0,86.0,511.0,78.8,货轮,118.30589333333332,14.0,WUHUZHONGDA01,0.0,31.29937333333333,20241022102339,,,TIANZHEN,0.0
413827936,0.0,99.0,511.0,238.4,货轮,118.30621333333332,16.0,YU XIN HUO 17676,0.1,31.299586666666663,20241022102409,,,NANTONG,0.0
413834238,0.0,92.0,511.0,360.0,货轮,118.30095,15.0,,0.0,31.29965333333333,20241022102337,0.0,,,
413780529,0.0,0.0,511.0,59.9,未知,118.29875,0.0,WANYINGHE1665,0.1,31.299666666666667,20241022102421,,,,
413832634,0.0,89.0,511.0,100.1,货轮,118.301015,15.0,HAI YU 289,0.0,31.29915833333333,20241022102327,,,HAIMEN,0.0
413819534,0.0,0.0,0.0,0.0,未知,118.29867166666666,0.0,WUHUSHUNFENG1118,0.2,31.300181666666667,20241022102338,,,,
413876376,0.0,26.0,511.0,294.5,装备排污设施的船舶,118.30115833333332,6.0,,0.0,31.299686666666663,20241022102436,,,,
413833288,0.0,0.0,87.0,87.2,未知,118.30102833333332,0.0,WANXINGDA5168,0.0,31.29947,20241022102425,,,,
413785149,0.0,99.0,511.0,91.8,货轮,118.30105,16.0,,0.0,31.29935,20241022102325,,0000000,,
413996676,0.0,0.0,147.0,147.3,,118.29853333333334,0.0,,0.0,31.299556666666668,20241022102352,,,,
413829989,0.0,0.0,511.0,239.8,未知,118.28285333333334,0.0,LINXIN1HAO,0.0,31.29984333333333,20241022102420,,,,
413827972,0.0,0.0,511.0,136.7,未知,118.28301666666668,0.0,JUN WEI998,0.0,31.3,20241022102403,,,,
413794064,0.0,0.0,511.0,360.0,未知,118.28304833333333,0.0,ZHENGFA2HAO,0.0,31.299501666666668,20241022102349,1.0,,,
413819604,0.0,110.0,511.0,287.1,货轮,118.28290833333334,20.0,HUAXIANG1888,0.0,31.2997,20241022102408,1.0,,NANTONG,0.0
413970378,0.0,60.0,114.0,114.1,货轮,118.283735,12.0,WANSHUNXIN8866,0.0,31.38813,20241022102430,,YYYY,NAN TONG SAI YANG,0.0
413839317,0.0,73.0,511.0,37.3,货轮,118.28341666666668,13.0,,2.1,31.38815,20241022102435,,       ,,
413769591,0.0,68.0,0.0,184.0,货轮,118.28383333333332,11.0,WANHONGYUN2122,0.0,31.38801833333333,20241022102325,0.0,023SB,0,0.0
413772815,0.0,69.0,139.0,139.0,货轮,118.28421166666666,13.0,WANHONGYUN1198,0.0,31.38883166666667,20241022102427,0.0,0000000,8,0.0
413786563,0.0,66.0,511.0,0.0,货轮,118.28535,12.0,,0.0,31.390823333333334,20241022102334,0.0,YYYY,,
413794981,0.0,63.0,511.0,273.8,货轮,118.2949,13.0,,5.3,31.307016666666662,20241022102349,,,,
413803562,0.0,80.0,273.0,273.6,货轮,118.28970166666667,14.0,HONGTAI5198,4.7,31.30706,20241022102401,0.0,YYYY,ZHENJIANG,0.0
413833617,0.0,0.0,511.0,278.3,未知,118.28958333333334,0.0,HUI FENG 2777,4.7,31.306966666666668,20241022102327,,,,
413779346,0.0,99.0,511.0,273.5,货轮,118.29366666666668,16.0,WANMAHUO6888,4.9,31.30652,20241022102404,,0,262,0.0
413854764,0.0,62.0,273.0,273.6,货轮,118.29144833333334,11.0,SHUI YUN 89,5.0,31.30714833333333,20241022102403,0.0,YYYY,NAN TONG SAI YANG,33.0
413813158,0.0,0.0,511.0,272.7,未知,118.29046666666666,0.0,HUACHUN16HAO,4.5,31.30675,20241022102432,,,,
413814537,0.0,67.0,511.0,276.5,货轮,118.29051666666666,12.0,WANJINFAN989 1889,4.0,31.30663333333333,20241022102331,0.0,0,NANTONG,0.0
413813213,0.0,107.0,272.0,272.3,其他船舶,118.28982333333332,19.0,,8.0,31.305565,20241022102425,,       ,,
413986146,0.0,0.0,511.0,272.0,,118.29242166666668,0.0,,4.2,31.307126666666665,20241022102357,,,,
413832444,0.0,0.0,511.0,270.7,未知,118.29076,0.0,WANXUANCHENGHUO9988,5.0,31.30709,20241022102330,,,,
413779555,0.0,43.0,269.0,269.8,货轮,118.29116166666668,8.0,GAN JI AN HUO4527,4.3,31.30724833333333,20241022102332,0.0,TSTAISB,JIANGYING,0.0
413822418,0.0,70.0,511.0,272.9,货轮,118.29076833333332,13.0,PENGXIN9988,4.9,31.30715,20241022102352,,0,,0.0
413853676,0.0,64.0,511.0,274.0,货轮,118.29113333333332,13.0,,4.0,31.30699333333333,20241022102409,,,,
413802793,0.0,66.0,272.0,272.5,货轮,118.29098333333332,11.0,JINHAIHUO666,3.7,31.307066666666667,20241022102329,,,WUHU,0.0
413771616,0.0,0.0,161.0,161.9,未知,118.31675333333334,0.0,WUHUSHUNFENG690,0.0,31.29711,20241022102332,5.0,,,
413794844,0.0,86.0,0.0,0.0,货轮,118.31240666666666,15.0,HUAYUN6869,0.0,31.298548333333333,20241022102339,,0000,DOM(,0.0
413830026,0.0,62.0,0.0,0.0,货轮,118.31203,12.0,HONGHE728,0.0,31.297543333333333,20241022102436,,0000000,SHANGHAI,0.0
413762076,0.0,0.0,511.0,98.5,未知,118.31542666666668,0.0,RONG HAN JI 8588,3.7,31.30051,20241022102408,,,,
312508000,0.0,78.0,84.0,88.6,货轮,118.31405666666669,12.0,RICH SAILING,10.8,31.30071,20241022102343,0.0,V3PV8,JP YAT OFF,9153991.0
413829605,0.0,119.0,511.0,272.8,货轮,118.30836,20.0,ZHENGYANG6HAO,0.0,31.299186666666667,20241022102354,,,SHANGHAI,0.0
413837647,0.0,0.0,29.0,29.2,未知,118.30761166666667,0.0,TONGLIAN8999,0.0,31.29751333333333,20241022102404,,,,
413784129,0.0,56.0,511.0,84.1,货轮,118.31835833333334,9.0,WAN LIAN SHUN 128,0.0,31.297255,20241022102333,,0,NEW YORK,0.0
413769709,0.0,46.0,0.0,50.6,货轮,118.30746333333332,9.0,HUAYUN97,0.0,31.30608833333333,20241022102330,0.0,02ISB,0,0.0
413833139,0.0,0.0,511.0,297.7,未知,118.30752,0.0,YUANTONG102,0.0,31.30563,20241022102331,,,,
413764561,0.0,0.0,511.0,279.1,未知,118.31145333333332,0.0,JIANGHUA01,5.2,31.30462,20241022102400,,,,
